sample_id,alignment_count,aligned,partially_aligned,relevant_unresolved,internal_unresolved,aligned_paths,runtime_only_paths,instruction_only_paths
PB-631,1323,362,0,506,455,0,1,1
PB-632,1192,323,0,416,453,0,1,1
PB-633,867,252,0,185,430,0,8,1
PB-634,1011,252,0,320,439,0,2,1
PB-635,1359,372,0,545,442,0,1,1
PB-636,1190,345,11,397,437,0,33,1
PB-637,1011,248,0,310,453,0,1,1
PB-638,1212,332,9,431,440,0,1,1
PB-639,867,252,0,185,430,0,8,1
PB-640,1124,311,10,366,437,0,1,1
PB-641,1317,338,0,536,443,0,2,1
PB-642,867,252,0,185,430,0,8,1
PB-643,883,254,3,182,444,0,8,3
PB-644,883,254,3,182,444,0,8,1
PB-645,1078,307,5,317,449,0,27,1
PB-646,1431,436,17,538,440,0,1,1
PB-647,1025,302,5,286,432,0,22,1
PB-648,757,217,1,108,431,0,12,1
PB-649,1192,326,5,409,452,0,1,1
PB-650,1077,283,5,351,438,0,1,1
PB-651,1175,320,7,410,438,0,2,1
PB-652,867,252,0,185,430,0,8,1
PB-653,867,252,0,185,430,0,8,1
PB-654,1144,315,7,370,452,0,1,3
PB-655,883,254,3,182,444,0,8,1
PB-656,773,219,1,108,445,0,12,1
PB-657,849,250,3,167,429,0,5,1
PB-658,867,252,3,182,430,0,8,1
PB-659,867,252,3,182,430,0,8,1
PB-660,883,254,3,182,444,0,8,1
PB-661,859,252,3,174,430,0,8,1
PB-662,1041,255,0,346,440,0,2,1
PB-663,1332,370,0,522,440,0,2,1
PB-664,1253,329,0,483,441,0,2,1
PB-665,992,249,0,305,438,0,2,1
PB-666,865,252,3,167,443,0,5,1
PB-667,1312,389,13,457,453,0,1,1
PB-668,773,219,1,108,445,0,12,1
PB-669,867,252,3,182,430,0,8,1
PB-670,757,217,1,108,431,0,12,1
PB-671,877,254,3,189,431,0,11,1
PB-672,1264,360,13,439,452,0,40,1
PB-673,930,239,1,253,437,0,1,1
PB-674,1365,425,0,504,436,0,34,1
PB-675,892,255,3,203,431,0,11,1
PB-676,1289,333,0,512,444,0,1,1
PB-677,1045,255,0,350,440,0,2,1
PB-678,893,256,3,189,445,0,11,3
PB-679,1257,374,13,419,451,0,29,1
PB-680,1327,392,13,468,454,0,1,1
PB-681,867,252,3,182,430,0,8,1
PB-682,869,254,3,181,431,0,11,1
PB-683,883,254,3,182,444,0,8,1
PB-684,1045,280,3,325,437,0,1,1
PB-685,1237,328,0,468,441,0,2,1
PB-686,877,254,3,189,431,0,11,1
PB-687,877,254,3,189,431,0,11,1
PB-688,1166,317,7,404,438,0,1,1
PB-689,865,252,3,167,443,0,5,3
PB-690,1239,372,13,404,450,0,26,1
PB-691,1109,310,7,342,450,0,1,1
PB-692,867,252,3,182,430,0,8,1
PB-693,924,262,3,227,432,0,18,1
PB-694,849,250,3,167,429,0,5,1
PB-695,883,254,3,182,444,0,8,1
PB-696,757,217,1,108,431,0,12,1
PB-697,867,252,0,185,430,0,8,1
PB-698,867,252,3,182,430,0,8,1
PB-699,1325,392,15,479,439,0,43,1
PB-700,1371,406,19,508,438,0,1,1
PB-701,1333,395,13,487,438,0,1,1
PB-702,1623,472,0,708,443,0,2,1
PB-703,1450,445,15,552,438,0,1,1
PB-704,867,252,3,182,430,0,8,1
PB-705,757,217,0,109,431,0,12,1
PB-706,887,234,1,217,435,0,1,1
PB-707,1201,323,7,432,439,0,2,1
PB-708,867,252,3,182,430,0,8,1
PB-709,1055,282,5,331,437,0,1,1
PB-710,1192,320,7,426,439,0,1,1
PB-711,918,237,1,244,436,0,1,1
PB-712,757,217,1,108,431,0,12,1
PB-713,867,252,3,182,430,0,8,1
PB-714,1458,428,17,571,442,0,1,1
PB-715,1067,284,5,340,438,0,1,1
PB-716,867,252,3,182,430,0,8,1
PB-717,1451,435,17,559,440,0,1,1
PB-718,1026,301,5,286,434,0,24,1
PB-719,1161,322,5,396,438,0,1,1
PB-720,1015,272,7,300,436,0,26,1
PB-721,898,236,1,226,435,0,2,1
PB-722,735,213,1,92,429,0,5,1
PB-723,849,250,3,167,429,0,5,1
PB-724,914,238,1,238,437,0,1,1
PB-725,867,252,3,182,430,0,8,1
PB-726,1093,307,7,343,436,0,1,1
PB-727,877,254,3,189,431,0,11,1
PB-728,867,252,3,182,430,0,8,1
PB-729,867,252,3,182,430,0,8,1
PB-730,928,239,1,251,437,0,1,1
PB-731,1212,330,9,433,440,0,1,1
PB-732,867,252,3,182,430,0,8,1
PB-733,877,254,3,189,431,0,11,1
PB-734,757,217,1,108,431,0,12,1
PB-735,1228,362,7,421,438,0,1,1
PB-736,896,234,1,226,435,0,1,1
PB-737,757,217,1,108,431,0,12,1
PB-738,1321,373,7,500,441,0,1,1
PB-739,1145,315,7,385,438,0,1,1
PB-740,1219,323,0,456,440,0,1,1
PB-741,757,217,0,109,431,0,12,1
PB-742,1039,252,0,347,440,0,1,1
PB-743,1206,301,0,463,442,0,2,1
PB-744,1046,254,0,351,441,0,1,1
PB-745,1397,398,0,558,441,0,1,1
PB-746,867,252,0,185,430,0,8,1
PB-747,1049,254,0,354,441,0,1,1
PB-748,995,247,0,310,438,0,1,1
PB-749,1046,254,0,351,441,0,1,1
PB-750,1126,291,0,397,438,0,2,1
PB-751,1018,250,0,329,439,0,1,1
PB-752,884,255,0,198,431,0,11,1
PB-753,1036,252,0,344,440,0,1,1
PB-754,1045,253,0,352,440,0,1,1
PB-755,1028,253,0,336,439,0,2,1
PB-756,1241,325,0,475,441,0,1,1
PB-757,1001,250,0,313,438,0,2,1
PB-758,1019,250,0,330,439,0,1,1
PB-759,1258,329,0,486,443,0,1,1
PB-760,1019,252,0,328,439,0,2,1
PB-761,867,252,0,185,430,0,8,1
PB-762,1233,372,13,411,437,0,29,1
PB-763,745,215,1,99,430,0,8,1
PB-764,757,217,1,108,431,0,12,1
PB-765,757,217,1,108,431,0,12,1
PB-766,1818,584,29,762,443,0,1,1
PB-767,1074,302,7,328,437,0,29,1
PB-768,1152,341,11,364,436,0,26,1
PB-769,1195,344,11,401,439,0,35,1
PB-770,757,217,1,108,431,0,12,1
PB-771,867,252,3,182,430,0,8,1
PB-772,1035,304,5,293,433,0,25,1
PB-773,755,217,1,106,431,0,11,1
PB-774,867,252,3,182,430,0,8,1
PB-775,1264,364,7,455,438,0,1,1
PB-776,1339,409,15,477,438,0,36,1
