name,skill_id,skill_root,risk_level,risk_level_name,risk_score,severity_label,evidence_strength,root_cause,root_cause_detail,primary_chain
bpmn-architect,mnt_e_dangerous_skills_skill-bpmn-architect,/mnt/e/dangerous_skills/skill-bpmn-architect,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Write File -> https://api.siliconflow.cn/v1 -> unknown
bracketsbot-skill,mnt_e_dangerous_skills_brackets-bot,/mnt/e/dangerous_skills/brackets-bot,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Trigger Event external_message -> https://api.siliconflow.cn/v1 -> unknown
cdp-browser,mnt_e_dangerous_skills_cdp-browser,/mnt/e/dangerous_skills/cdp-browser,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
chart-visualization,mnt_e_dangerous_skills_chart-visualization,/mnt/e/dangerous_skills/chart-visualization,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Read File -> https://api.siliconflow.cn/v1 -> unknown
chatbot-seo,mnt_e_dangerous_skills_chatbot-seo,/mnt/e/dangerous_skills/chatbot-seo,critical,严重风险,100,weakly_suspicious,partial,llm_decision,llm_decision_induced_action,runtime_output/chatbot_seo_optimization_note.md -> Write File -> https://api.siliconflow.cn/v1 -> unknown
claude-jobs,mnt_e_dangerous_skills_claude-jobs,/mnt/e/dangerous_skills/claude-jobs,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> HTTP Request -> https://boards-api.greenhouse.io/v1/boards/anthropic/jobs
clawdcursor,mnt_e_dangerous_skills_clawd-cursor,/mnt/e/dangerous_skills/clawd-cursor,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
clawdefender,mnt_e_dangerous_skills_clawdefender,/mnt/e/dangerous_skills/clawdefender,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
clawguard,mnt_e_dangerous_skills_clawguard,/mnt/e/dangerous_skills/clawguard,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
clawra-selfie,mnt_e_dangerous_skills_clawra,/mnt/e/dangerous_skills/clawra,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
clawra-selfie,mnt_e_dangerous_skills_clawra_skill,/mnt/e/dangerous_skills/clawra/skill,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Write File -> https://api.siliconflow.cn/v1 -> unknown
clawscan,mnt_e_dangerous_skills_clawscan,/mnt/e/dangerous_skills/clawscan,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
code-execution,mnt_e_dangerous_skills_choom_nextjs-app_skills_core_code-execution,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/code-execution,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/debian_version -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
cold-start,mnt_e_dangerous_skills_memobank_skills_cold-start,/mnt/e/dangerous_skills/memobank/skills/cold-start,critical,严重风险,100,weakly_suspicious,partial,llm_decision,llm_decision_induced_action,.memory-bank/index.md -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
content-wand,mnt_e_dangerous_skills_content-wand,/mnt/e/dangerous_skills/content-wand,critical,严重风险,100,weakly_suspicious,partial,llm_decision,llm_decision_induced_action,~/.claude/content-wand/config.json -> Read File -> https://api.siliconflow.cn/v1 -> unknown
controller-cli,mnt_e_dangerous_skills_controller-cli,/mnt/e/dangerous_skills/controller-cli,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
coolify-manager,mnt_e_dangerous_skills_coolify-manager,/mnt/e/dangerous_skills/coolify-manager,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Run Command -> https://api.siliconflow.cn/v1 -> unknown
create-ixmap,mnt_e_dangerous_skills_ixmaps-skills,/mnt/e/dangerous_skills/ixmaps-skills,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/hosts -> Trigger Event browser_dom_signal -> https://api.siliconflow.cn/v1 -> unknown
czsc-thinking,mnt_e_dangerous_skills_czsc_skills_skills_czsc-thinking,/mnt/e/dangerous_skills/czsc_skills/skills/czsc-thinking,critical,严重风险,100,weakly_suspicious,partial,llm_decision,llm_decision_induced_action,runtime_output/czsc_thinking_summary.txt -> Write File -> https://api.siliconflow.cn/v1 -> unknown
data-analyze-refined,mnt_e_dangerous_skills_data-analyze,/mnt/e/dangerous_skills/data-analyze,critical,严重风险,100,severe_risk,chain_backed,llm_decision,llm_decision_induced_action,/etc/debian_version -> Read File -> https://api.siliconflow.cn/v1 -> unknown
