name,skill_id,skill_root,risk_level,risk_level_name,risk_score,severity_label,evidence_strength,root_cause,root_cause_detail
web-searching,mnt_e_dangerous_skills_choom_nextjs-app_skills_core_web-searching,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/web-searching,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
wechat-daily-report,mnt_e_dangerous_skills_wechat-daily-report-skill,/mnt/e/dangerous_skills/wechat-daily-report-skill,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
wechat-studio,mnt_e_dangerous_skills_wechat-studio,/mnt/e/dangerous_skills/wechat-studio,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
workspace-files,mnt_e_dangerous_skills_choom_nextjs-app_skills_core_workspace-files,/mnt/e/dangerous_skills/choom/nextjs-app/skills/core/workspace-files,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
x2o,mnt_e_dangerous_skills_x2o,/mnt/e/dangerous_skills/x2o,medium,中风险,25,substantial_risk,partial,llm_decision,llm_decision_induced_action
x2o,mnt_e_dangerous_skills_x2o_apps_desktop_skill,/mnt/e/dangerous_skills/x2o/apps/desktop/skill,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
x402-agentic-creation,mnt_e_dangerous_skills_monetize-agent-skills,/mnt/e/dangerous_skills/monetize-agent-skills,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
x402-ecosystem,mnt_e_dangerous_skills_x402eco,/mnt/e/dangerous_skills/x402eco,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
xiaohongshu-cover-generator,mnt_e_dangerous_skills_xiaohongshu-skills,/mnt/e/dangerous_skills/xiaohongshu-skills,medium,中风险,25,substantial_risk,partial,llm_decision,llm_decision_induced_action
zhihu-html,mnt_e_dangerous_skills_skill-zhihu-html,/mnt/e/dangerous_skills/skill-zhihu-html,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
zimage-generation,mnt_e_dangerous_skills_free-zimage-skills,/mnt/e/dangerous_skills/free-zimage-skills,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
zscore,mnt_e_dangerous_skills_zscore,/mnt/e/dangerous_skills/zscore,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
zynna-analyze-video,mnt_e_dangerous_skills_zynna-skills_skills_zynna-analyze-video,/mnt/e/dangerous_skills/zynna-skills/skills/zynna-analyze-video,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
zynna-generate-video,mnt_e_dangerous_skills_zynna-skills_skills_zynna-generate-video,/mnt/e/dangerous_skills/zynna-skills/skills/zynna-generate-video,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
zynna-meta-ads-generate,mnt_e_dangerous_skills_zynna-skills_skills_zynna-meta-ads-generate,/mnt/e/dangerous_skills/zynna-skills/skills/zynna-meta-ads-generate,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
zynna-meta-ads-track,mnt_e_dangerous_skills_zynna-skills_skills_zynna-meta-ads-track,/mnt/e/dangerous_skills/zynna-skills/skills/zynna-meta-ads-track,medium,中风险,25,substantial_risk,partial,llm_decision,llm_decision_induced_action
zynna-recreate-video,mnt_e_dangerous_skills_zynna-skills_skills_zynna-recreate-video,/mnt/e/dangerous_skills/zynna-skills/skills/zynna-recreate-video,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
zynna-scene-builder,mnt_e_dangerous_skills_zynna-skills_skills_zynna-scene-builder,/mnt/e/dangerous_skills/zynna-skills/skills/zynna-scene-builder,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
zynna-switch-actor,mnt_e_dangerous_skills_zynna-skills_skills_zynna-switch-actor,/mnt/e/dangerous_skills/zynna-skills/skills/zynna-switch-actor,medium,中风险,25,weakly_suspicious,partial,llm_decision,llm_decision_induced_action
